-8.600, -8.300, 1.600 0
-7.000, -8.000, 1.100 0
-7.100, -8.000, 1.800 0
-6.900, -7.000, 2.000 0
-4.200, -7.900, 2.000 0
-3.600, -7.800, 2.000 0
-3.200, -7.900, 2.000 0
-2.700, -7.700, 2.000 0
-2.000, -7.700, 1.900 0
-1.200, -7.900, 1.900 0
-0.800, -7.700, 1.800 0
-0.100, -7.700, 1.800 0
0.200, -7.500, 1.600 0
1.700, -7.300, 1.900 0
1.700, -7.700, 1.500 0
2.300, -7.600, 1.500 0
2.400, -7.800, 1.500 0
3.700, -7.800, 1.500 0
4.100, -7.800, 1.800 0
4.900, -7.400, 2.000 0
5.600, -7.300, 1.600 0
5.900, -7.200, 1.500 0
6.500, -7.000, 1.700 0
7.100, -6.700, 1.600 0
7.500, -6.600, 1.700 0
7.900, -6.900, 1.300 0
8.500, -6.700, 1.500 0
9.000, -6.400, 1.600 0
9.700, -6.400, 1.800 0
10.000, -6.300, 1.700 0
10.600, -6.200, 2.100 0
11.200, -5.900, 1.700 0
11.700, -6.000, 1.800 0
12.200, -5.700, 1.900 0
12.700, -5.600, 1.700 0
13.200, -5.500, 1.600 0
13.900, -5.200, 1.800 0
14.500, -5.400, 1.500 0
15.300, -5.400, 1.800 0
15.500, -5.300, 2.400 0
16.100, -5.200, 2.000 0
16.700, -5.000, 1.900 0
17.200, -5.000, 1.800 0
18.200, -4.700, 1.600 0
18.800, -4.700, 1.800 0
20.400, -4.200, 1.600 0
20.800, -4.400, 1.600 0
21.500, -4.200, 1.700 0
21.800, -4.100, 1.600 0
23.100, -4.000, 2.000 0
23.200, -4.000, 2.100 0
24.500, -3.700, 2.000 0
25.300, -3.700, 2.000 0
25.300, -3.600, 2.300 0
25.200, -3.700, 2.100 0
25.100, -3.700, 2.500 0
25.300, -3.600, 2.200 0
25.200, -3.500, 2.000 0
26.000, -3.400, 2.200 0
26.300, -3.200, 2.400 0
26.700, -3.200, 2.400 0
26.700, -3.200, 2.400 0
26.700, -3.200, 2.400 0
26.700, -3.200, 2.400 0
26.700, -3.200, 2.400 0
26.700, -3.200, 2.400 0
26.700, -3.200, 2.400 0
26.700, -3.200, 2.400 0
26.700, -3.200, 2.400 0
26.700, -3.200, 2.400 0
26.700, -3.200, 2.400 0
26.700, -3.200, 2.400 0
