-0.649, -15.112, 3.322
0.181, -15.325, 4.236
0.523, -14.306, 4.408
1.507, -12.519, 1.427
2.287, -10.765, 3.379
4.549, -7.773, 1.424
5.481, -5.919, 1.105
6.521, -4.468, 3.732
7.284, -2.721, 3.523
8.112, 0.042, 0.770
9.167, 1.740, 0.167
10.542, 4.485, 0.051
12.250, 8.311, -0.045
14.831, 11.721, -0.374
17.097, 16.863, 3.672
20.247, 20.219, 5.038
22.243, 23.540, 2.649
25.404, 27.059, 3.153
29.758, 30.627, 3.982
33.671, 35.899, 6.010
37.818, 38.680, 2.365
